"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"Austria","8.5","437","","25","33","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Valletta","Malta","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Podgorica","Montenegro","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Rabat","Morocco","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Oslo","Norway","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Lima","Peru","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Manila","Philippines","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Warsaw","Poland","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Doha","Qatar","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Bucharest","Romania","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Dakar","Senegal","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Ljubljana","Slovenia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Madrid","Spain","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Bern","Switzerland","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Damascus","Syrian Arab Republic","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Ankara","Turkey","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","London","United Kingdom","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Washington DC","United States","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Holy See","Holy See (Vatican City State)","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Austria","8.5","437","","25","33","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Austria","8.5","437","","25","33","Strasbourg","France","Consulate / Consulate-General","Consulate-General"
"Austria","8.5","437","","25","33","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"Austria","8.5","437","","25","33","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"Austria","8.5","437","","25","33","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Austria","8.5","437","","25","33","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Austria","8.5","437","","25","33","New York","United States","Consulate / Consulate-General","Consulate-General"
"Austria","8.5","437","","25","33","Vienna","Austria","Permanent Mission","Mission to UN/Int'l Orgs"
"Austria","8.5","437","","25","33","Brussels","Belgium","Permanent Mission","Mission to EU"
"Austria","8.5","437","","25","33","Paris","France","Permanent Mission","Mission to UNESCO"
"Austria","8.5","437","","25","33","Strasbourg","France","Permanent Mission","Mission to CoE"
"Austria","8.5","437","","25","33","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Austria","8.5","437","","25","33","New York","United States","Permanent Mission","Mission to UN"
"Austria","8.5","437","","25","33","Ramallah","Palestine*","Other","Representative Office"
"Austria","8.5","437","","25","33","Taipei","Taiwan*","Other","Austria Bureau"
"Belgium","11.2","532","","18","25","Algiers","Algeria","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Luanda","Angola","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Canberra","Australia","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Vienna","Austria","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Ouagadougou","Burkina Faso","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Bujumbura","Burundi","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Yaounde","Cameroon","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Ottawa","Canada","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Santiago","Chile","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Beijing","China","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Bogota","Colombia","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Abidjan","Cote d'Ivoire","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Havana","Cuba","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Kinshasa","Democratic Republic of The Congo","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Cairo","Egypt","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Helsinki","Finland","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Paris","France","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Berlin","Germany","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Athens","Greece","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Budapest","Hungary","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","New Delhi","India","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Dublin","Ireland","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Rome","Italy","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Kingston","Jamaica","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Tokyo","Japan","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Amman","Jordan","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Luxembourg","Luxembourg","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Rabat","Morocco","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Oslo","Norway","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Panama City","Panama","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Lima","Peru","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Manila","Philippines","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Warsaw","Poland","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Doha","Qatar","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Bucharest","Romania","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Kigali","Rwanda","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Dakar","Senegal","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Singapore","Singapore","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Madrid","Spain","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Bern","Switzerland","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Ankara","Turkey","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Kampala","Uganda","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","London","United Kingdom","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Washington DC","United States","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Holy See","Holy See (Vatican City State)","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Belgium","11.2","532","","18","25","Rio de Janeiro","Brazil","Consulate / Consulate-General","Consulate-General"
"Belgium","11.2","532","","18","25","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
